Condition,Electrode,ITPC
UN,9,"[0.016264069788794657, 0.02493135411177275, 0.03522969949059779, 0.004325149755496121, 0.037853607555230095, 0.03942363243636556, 0.0337293337505623, 0.1292656920441243, 0.05769214707965601, 0.03177602220141047, 0.054215785540887344, 0.05757308496142546, 0.036877444210063254, 0.0316712224881405, 0.022809065652092682, 0.06957377529827137, 0.015851252153649922, 0.041875629296469416, 0.04702740077310999, 0.04160653542124963, 0.03984325990167324, 0.0425504461898439, 0.040652117715420454, 0.04731239822536064, 0.008289964815261454, 0.031840911688722, 0.08627562205741095, 0.061677491268727756, 0.014952848045163563, 0.04762796673911161, 0.12481412785922903, 0.1942625433586779, 0.10861710261832434, 0.04758967822670503, 0.05724517225463235, 0.023708778249180686, 0.04108896472068039, 0.0663412881772747, 0.022923442684435358, 0.03549975331781836, 0.05468417102945851, 0.03825199378483405, 0.2217164460653981, 0.42920461913842683, 0.2990338583491105, 0.03191490679604037, 0.03349184287132859, 0.025959676834716443, 0.00841999764708265, 0.05545965378044505, 0.07387252027503431, 0.07447160156891827, 0.04624063689891362, 0.04194902701330922, 0.09414168264934822, 0.14097767622889462, 0.02883904122960214]"
UN,10,"[0.01326948002423365, 0.008494923899244338, 0.03432806768031096, 0.016257711017728212, 0.023681227335160898, 0.05941165450710533, 0.020543108313578955, 0.07620657500213895, 0.07826841951894277, 0.05321079705570079, 0.05514644706245823, 0.014525554256090645, 0.028884932441498652, 0.027991618259624183, 0.0232971139666364, 0.08818717739824487, 0.04565444766436085, 0.024657975230902813, 0.01658159558715022, 0.039330990821759636, 0.014075712020253053, 0.04210891048967989, 0.033546231872616114, 0.050741189977529425, 0.04184575839125309, 0.03573131728082816, 0.10576571003935116, 0.07177197063801381, 0.09472659275721386, 0.07170458272640541, 0.1560922965180738, 0.21930530513727695, 0.12725475928488497, 0.017274613746151163, 0.03924454527327296, 0.037636656795803664, 0.046678140949748294, 0.08527949001252484, 0.01289691043442289, 0.08173506184714427, 0.048334253453281295, 0.010860507140254756, 0.24345629758099194, 0.3982078702773194, 0.28259459062371195, 0.021012543196792573, 0.03043255123195925, 0.012469148817104016, 0.04459784565467847, 0.06600598370686601, 0.0923449179717592, 0.0572464200840158, 0.0411265742222879, 0.02904818439516658, 0.07420897174339347, 0.10558648104082273, 0.0645798998240671]"
UN,11,"[0.036949188471744825, 0.07126494178530726, 0.056402485236549914, 0.04695811124577896, 0.04412943426333489, 0.03960657844849465, 0.1078653505413926, 0.13310427337437133, 0.0354439242546854, 0.05981008742752101, 0.03964668736512139, 0.027625547723264813, 0.03977870545444103, 0.0519974830011986, 0.036837500307516195, 0.09382648237370492, 0.02689472172883547, 0.024966615973502537, 0.07191857693342919, 0.13138218565051554, 0.05882561794780391, 0.031488545662789455, 0.06134197960589512, 0.05966061514469874, 0.02111330880668352, 0.044111194008419397, 0.034689921560996595, 0.059252000547727744, 0.03418426046637184, 0.059070661385944044, 0.0063239812779328445, 0.026636063961570654, 0.03414439641011139, 0.03944188450363376, 0.04815724582749792, 0.07147981110161716, 0.04002477146104311, 0.04354697058493001, 0.02563269618086754, 0.057702633298172594, 0.04678776559378763, 0.018761074122647624, 0.12504811484349898, 0.21205505438278993, 0.1301746505486972, 0.06045745133429344, 0.04274567943403632, 0.03443729260747932, 0.03977755519749735, 0.02910906097285959, 0.019414572806657388, 0.03763214302914799, 0.059193582498818086, 0.05167564499044576, 0.0799045256727766, 0.1205026102835328, 0.06633992420052065]"
UN,12,"[0.03811816423560567, 0.03281031904977169, 0.07770590468536559, 0.06930848488540894, 0.04498441234844114, 0.025240511701447657, 0.0728694246502937, 0.07377802217715909, 0.03375773458388658, 0.03315121215201029, 0.057578291473458776, 0.03168422051011048, 0.03524608379242311, 0.010365047859570143, 0.00804323876957274, 0.035821126515494774, 0.04789044393855273, 0.024814288264570078, 0.011788010583993548, 0.07590902900127376, 0.07925773904772178, 0.023910217329453854, 0.02618008374206807, 0.04446478273225506, 0.053019898808270356, 0.06122639831283719, 0.023398253790858616, 0.03783869113373783, 0.014539734417330707, 0.019087999744934258, 0.09470106508802244, 0.14254924939770475, 0.13476892181703673, 0.07039779068133857, 0.036236968021299006, 0.0479071656409014, 0.015835767776286844, 0.04390947340495532, 0.07409183445461391, 0.02807243321503349, 0.0045815598220252576, 0.04380347645705659, 0.20773490740905087, 0.26542918063951365, 0.1465032924551576, 0.012180379749190638, 0.029242257527037883, 0.029213920670268116, 0.023785656477078625, 0.07294193121253738, 0.07818752103600411, 0.043517342157007664, 0.021891090108807566, 0.014651540042742599, 0.020912494541289746, 0.05780706732919885, 0.04921398772177642]"
UN,13,"[0.004059164814994873, 0.054317795116773274, 0.03477509837355473, 0.022703936259181944, 0.04957092179117629, 0.05880135998068338, 0.034523813310922156, 0.096565677198217, 0.09995998562076211, 0.06424464643202338, 0.00781215658152788, 0.059678902523287884, 0.043732852060888505, 0.02150012761409306, 0.01597927177163221, 0.014479100215019787, 0.053462757014003645, 0.04220020560475907, 0.047219251613493864, 0.0669157924945935, 0.05159113140672805, 0.0234143599567985, 0.01943544749896187, 0.045759259728155734, 0.029544341473486245, 0.05080705795088006, 0.0695436467237941, 0.04153949100142201, 0.030753336607363922, 0.03344408302953629, 0.07600071394883925, 0.10214858602713116, 0.026204476877817073, 0.07813253083591905, 0.028509555411593026, 0.06067040819051021, 0.06177415671856562, 0.0774534346887023, 0.01552655617094074, 0.020141029832043113, 0.03860106036979691, 0.04700915341089391, 0.17998601111001145, 0.3278978211337607, 0.21936321561062197, 0.019534146850941396, 0.05613050156553626, 0.03418600840429637, 0.043713513362661195, 0.11467199559154295, 0.10218937273539798, 0.06257846002558017, 0.013658227001579766, 0.0459321604028979, 0.048504039460729766, 0.11236115175055597, 0.024710327083192065]"
UN,14,"[0.05750244457444757, 0.02526964821536665, 0.020250444296347463, 0.019926901450846034, 0.031072263049776134, 0.015541237128755419, 0.05138808871483417, 0.1284531797262412, 0.09344502544134671, 0.016678077461325106, 0.04001918721492655, 0.0476132506851127, 0.036665650788174714, 0.04451902854510192, 0.014090327907669682, 0.014100053825050071, 0.021804053043708634, 0.024937519925532264, 0.041158233597392464, 0.13200346691690118, 0.04586170684760971, 0.024766469390456753, 0.032604134858722135, 0.021398389817689618, 0.05200923372766642, 0.052600475963078416, 0.10464708993566407, 0.09672522606401592, 0.10678151379726739, 0.08354437097176774, 0.13189683296280005, 0.18427929338918694, 0.06988314954258106, 0.014565080150902665, 0.03659611055955458, 0.06144979966154946, 0.044121457342388974, 0.04508169986321996, 0.039413111857783636, 0.04486983430435756, 0.03558691035673027, 0.029008208570102157, 0.2537268161918761, 0.42720338904719657, 0.24110266245818382, 0.027842310645456007, 0.03266735959263491, 0.019916562567503657, 0.06195945147967475, 0.08923653706862421, 0.08872746078029532, 0.0345050615863317, 0.007140359036199451, 0.03051641236845368, 0.03559456928220981, 0.06695584622070654, 0.06346093570582495]"
UN,15,"[0.03653331902266845, 0.03688516445012157, 0.044729357896292385, 0.014725468250250626, 0.045928852737182904, 0.005316109889453621, 0.010727022227643887, 0.05220340768763316, 0.05456357834845182, 0.03824610850585425, 0.011613059244155021, 0.024634800469592905, 0.030864040530109067, 0.06899895701113988, 0.010196573336588879, 0.045017949183382804, 0.05523782753106936, 0.0560874364478692, 0.0428371936251566, 0.07562822982588539, 0.0593476834573505, 0.04477518096723541, 0.013295962907742109, 0.008358681216522596, 0.07044794286518716, 0.023491153857149026, 0.09004770482696671, 0.12386028313962424, 0.10414434031611951, 0.06901204976440124, 0.11804002973533691, 0.13432048405107097, 0.05073233307035213, 0.06499265665774578, 0.038669511548755545, 0.03796775435786872, 0.012021178509618034, 0.011349855001077455, 0.039358133276218434, 0.07530643918777437, 0.06109395140376023, 0.030378426840514002, 0.15622947163165574, 0.27757963003879854, 0.17384109417716737, 0.05549427775443679, 0.06773093269058865, 0.0612724350782054, 0.08014604703517732, 0.06440156266929663, 0.06057841707311268, 0.027951215238125254, 0.008360101203595259, 0.024089573631951054, 0.06300984613086501, 0.11207389411194972, 0.0443978251636585]"
UN,16,"[0.023259044101014446, 0.03744393954105117, 0.026068202040704085, 0.028238819535076884, 0.0295515976107948, 0.03477951125318524, 0.06580381186190683, 0.0699137004548311, 0.016997776274453362, 0.020129690438461266, 0.036155605112889865, 0.046478966650615065, 0.042128843998113535, 0.04775212062652731, 0.014641949057215779, 0.020420930785941423, 0.008342801843883894, 0.03951191144254335, 0.054812201980559076, 0.07497066900468928, 0.05329060389646437, 0.0505747462949779, 0.03211569318411144, 0.06032881107813403, 0.02062698449593809, 0.0742506233470593, 0.053077158531109545, 0.016869015404889814, 0.060270285298730075, 0.03169133103945307, 0.061004271165933696, 0.08077216622760904, 0.02546385369050076, 0.08390063514004051, 0.05664920612220027, 0.03175504290953271, 0.06891690735139698, 0.03302245589396938, 0.03877123878178707, 0.03839658368550121, 0.05245677484668645, 0.03631155114168659, 0.13668127320611353, 0.3247548144144922, 0.2450832926624358, 0.06460644388130503, 0.0415545280389464, 0.018502497090083305, 0.017044098647112652, 0.043121419890402274, 0.06683939390469348, 0.02056465317829081, 0.035281641398478926, 0.07945277268348881, 0.04316233845075111, 0.026616191838277965, 0.036356608537576954]"
UN,17,"[0.013737152377604188, 0.03595235282095145, 0.047053752291502236, 0.03396037479783033, 0.01926028492572184, 0.01893388492691518, 0.09208508722817547, 0.11782398057171, 0.07243355664677036, 0.04171000721662892, 0.015440278079519637, 0.04611137050481614, 0.029531858115543205, 0.01841256670080073, 0.023240903934870848, 0.042107870658902605, 0.0674343787104637, 0.038949927880489246, 0.05018479687181517, 0.04643541845959522, 0.01323948953557723, 0.019622141400414034, 0.056144670481657055, 0.037563953694912486, 0.06432772647430823, 0.028864523023257743, 0.04832220065753783, 0.06397971730739697, 0.043716991411720085, 0.025275697713863076, 0.09579268791021675, 0.1615114594717966, 0.13739468482160014, 0.035314710162308305, 0.052974756160207144, 0.07021208284110456, 0.04790534271278492, 0.08829052436815155, 0.03254289958310947, 0.0621316476855578, 0.06626504176619341, 0.022479844098000665, 0.21306846551287792, 0.33865585530217346, 0.2372226911922527, 0.03175328949770082, 0.07857468791143615, 0.04310514527416097, 0.02054840380484941, 0.04595745521404056, 0.009384998032508758, 0.0453844741886457, 0.0539577670077566, 0.013306743597684577, 0.059600695931541804, 0.11663477301971129, 0.06316441429989264]"
UN,18,"[0.01857688020811319, 0.03670101210742196, 0.05835688427782515, 0.02294991556274015, 0.05876132156027512, 0.06551459813288989, 0.04045589276619341, 0.07558175403740888, 0.09149507943000769, 0.07207833854884757, 0.03554140073880826, 0.044085804813116795, 0.041183075507362325, 0.01639701767623383, 0.004027067225751756, 0.018527136103927713, 0.08130340035216639, 0.049408202075296, 0.027377689588543634, 0.030185806425505664, 0.03781576699051782, 0.023973204696789915, 0.015388013434196601, 0.030994008175228117, 0.034631448889403865, 0.014836042782608892, 0.016983133218322028, 0.017786307694623176, 0.005324947124660751, 0.05525449597985733, 0.033084493587477275, 0.051346119003195224, 0.09364507439006847, 0.04990661673630397, 0.06909970213056268, 0.069277819566581, 0.0250913611363494, 0.03233807048424991, 0.03150934846423651, 0.04166272405965334, 0.0035984000793306092, 0.045772447749586796, 0.051863394789171104, 0.08691208570147846, 0.074136080576561, 0.04321941702277385, 0.07107540655111926, 0.04987796386856244, 0.007494329596385284, 0.04529820700363675, 0.0433100621943299, 0.02876740820778357, 0.006339367489264491, 0.027013697842417153, 0.018181321932821723, 0.029751518772996106, 0.04597486701084052]"
UN,19,"[0.04955236426167006, 0.032379187584897565, 0.05934284591992965, 0.001332907413219185, 0.06159844600404841, 0.03961522851025532, 0.052767493075287414, 0.11383867171871254, 0.05728869209290016, 0.04234232818242798, 0.053579608912545734, 0.03342714891511083, 0.02490086735657978, 0.04059165736995389, 0.022229325017000926, 0.021049102569334854, 0.04171660087054546, 0.04417606683593755, 0.06475120145991022, 0.10702160004737662, 0.06454784859822854, 0.006392635983606606, 0.031593784600610894, 0.01440854366145423, 0.06008079016209691, 0.0075673029265722535, 0.050326317857066954, 0.07620382169586383, 0.08928107335696303, 0.059536507987640395, 0.07182850254205177, 0.08159376218396938, 0.027967699072222105, 0.018361262140950067, 0.06836627159640371, 0.050276039879101175, 0.01958469724475215, 0.024950214594463938, 0.0507228070634588, 0.0848681250908765, 0.012921073589539547, 0.03432770350204518, 0.1400102943290269, 0.2471803337569943, 0.14417213903379522, 0.04200505357083947, 0.04965826488864876, 0.03988295707672112, 0.08447710638487976, 0.12191068439204515, 0.06400843649873507, 0.01902155364362998, 0.030990037790284145, 0.03250345590812681, 0.0592857664396747, 0.03915605792184506, 0.060012358428411704]"
UN,20,"[0.02564918801962963, 0.02177420216104786, 0.05900875340533811, 0.019330642599425827, 0.07939436686622012, 0.02221359198626674, 0.058064243004195146, 0.10347395097064783, 0.06297843714333465, 0.02515176476241166, 0.059134691822693916, 0.04188790759129893, 0.009581670058654151, 0.024412837564074023, 0.009123642147359032, 0.042134837037654464, 0.05478362436242531, 0.03627595229014772, 0.06576326274052109, 0.13788548836017048, 0.0971458031120518, 0.04300847600665018, 0.03547956224924019, 0.022912618493224967, 0.040001776347837976, 0.02303802821878939, 0.09363500077343337, 0.11698697928541092, 0.11282547799096525, 0.08255299696624156, 0.10077553053285944, 0.07689688517314655, 0.044277055267986684, 0.040696038489913204, 0.0796512238161076, 0.0711369147209341, 0.01599896237773506, 0.020754546685876223, 0.06078381032121333, 0.07920243288378818, 0.02682738525270203, 0.01759821562529638, 0.15127758088684531, 0.23764607811936328, 0.12952296393060486, 0.005010482957236111, 0.010653497370454845, 0.05890801795875797, 0.06930598421041462, 0.08024416998029615, 0.055594829327151964, 0.011838893501009879, 0.026544398305764435, 0.03532780265697413, 0.06208638912071577, 0.06116877060024967, 0.03689267996040918]"
UN,21,"[0.04433756337003947, 0.03710742489952085, 0.07921355801250195, 0.04047542212921331, 0.05738987094433189, 0.05300788851773725, 0.016999129515909206, 0.09291700776444169, 0.07278699430666521, 0.04465800951328458, 0.041720187441900355, 0.014725270365253383, 0.023323901047782668, 0.06423466843441555, 0.024408537030714335, 0.0661988641113293, 0.09615962538302997, 0.04231976945443425, 0.07329748287144475, 0.08285451517178932, 0.07298325421608463, 0.015587040845387489, 0.002833017438460365, 0.022583037469883355, 0.053822824736997774, 0.050023674681568375, 0.01914464915378686, 0.08731116671951075, 0.10386888819712942, 0.0527712144653415, 0.044754607658272175, 0.08442669430730783, 0.024274553507030863, 0.06990477870788185, 0.09298550754477426, 0.029902004361070517, 0.032782452214691574, 0.02751628763840835, 0.02563893315145378, 0.06021467816597552, 0.04484066316458676, 0.0093130805178847, 0.018978985984363084, 0.15983502854173548, 0.14456496995837143, 0.07909658418737801, 0.0638802005072362, 0.0634927150926877, 0.031025171045215856, 0.04116247147006984, 0.024165849357563954, 0.03838342476794632, 0.025152741501150638, 0.05538352990856287, 0.046199992092547, 0.03339373758797214, 0.01680118506332708]"
UN,22,"[0.03470884599055808, 0.024636639920330744, 0.025535784171050565, 0.01138218248431078, 0.05413040255063793, 0.010157551868190126, 0.04789854402134352, 0.12603118924173623, 0.0479663103932154, 0.05369343624157413, 0.03133440062375622, 0.020696667607575263, 0.027214657604804144, 0.02635857475774307, 0.048470499767783, 0.06652100142903006, 0.03998922585904986, 0.03747589110071155, 0.05293969897921894, 0.07132468282250809, 0.03372023632396746, 0.02980466095187898, 0.07762178901947171, 0.06634302468850513, 0.04603137497697121, 0.0518352842488609, 0.043018158422731434, 0.06286001841543924, 0.042808474418543116, 0.06147566492567347, 0.028974404819063427, 0.06306706983747264, 0.07032381037043182, 0.08792226755472939, 0.03851150828265517, 0.024653526534569054, 0.04996155085476567, 0.08773892542747427, 0.0321179474764105, 0.07082632205786005, 0.06729194302120518, 0.04173021833589644, 0.20610901419341243, 0.36680749337250185, 0.24383967251527253, 0.07177884430156017, 0.0672814993920066, 0.03335463533342432, 0.052814371463960424, 0.05491931365408066, 0.053136361147520364, 0.07102178132560784, 0.05137056935928373, 0.03958876346861512, 0.008400299710918806, 0.05654941097307683, 0.04148902298420646]"
UN,23,"[0.005252578753017771, 0.05437785860201951, 0.0698666915256568, 0.019637981337248957, 0.014090096593591511, 0.054434208514989896, 0.07096295546105325, 0.11725998611117672, 0.06446877057388054, 0.06407076725955438, 0.03212153672653382, 0.02320357702389324, 0.03789075318300073, 0.014565557087923574, 0.02141587636530537, 0.028006631393701027, 0.044419853114269686, 0.029097363880691875, 0.04921980128063311, 0.041898481670113626, 0.023663420584733037, 0.014684986211513169, 0.05241915506748735, 0.062304980896188154, 0.05676628722748874, 0.036400530787201464, 0.06138436848469968, 0.053837332277358686, 0.030067683500983804, 0.019331985900303435, 0.08444916315641118, 0.12163385234473853, 0.10256227219693663, 0.033581751513109194, 0.09210407698023237, 0.08144697864778229, 0.053379673306717515, 0.05794595108337048, 0.012501782951060249, 0.12005518912966226, 0.07549222406579537, 0.021074661982473115, 0.111490056166353, 0.2370274570291916, 0.156798125418927, 0.02849733736045199, 0.10146132375914156, 0.07564054824670603, 0.0496925431736568, 0.03820611098571241, 0.019087041719019055, 0.03209132915235646, 0.04307140840595307, 0.013107399250179457, 0.08045327221839123, 0.1303030107745936, 0.07595999142621056]"
UN,24,"[0.03192655994707219, 0.0282807403869542, 0.05664036933640498, 0.015660962740345726, 0.08071359354367434, 0.058017525424854624, 0.09434828199314135, 0.1360166489585398, 0.06353436010607291, 0.06548620107738168, 0.06337017099072212, 0.010868290606355187, 0.011897309979022152, 0.0037692372841019095, 0.05184541325632612, 0.07556655493935699, 0.05127344396249473, 0.03071050620246877, 0.05250202617275775, 0.10978231946161952, 0.06706379142692294, 0.014207024847954278, 0.025409946114409183, 0.022893373730604957, 0.04491000359074071, 0.03177275743284, 0.041281773986141634, 0.031733665956191884, 0.08187212400870686, 0.024807434813548117, 0.008399137843767033, 0.034356654217813615, 0.0360529047585851, 0.01100778982093167, 0.07550259942253167, 0.06873451540419533, 0.03323417129669751, 0.005959172518683212, 0.04154860505531414, 0.10118363237847225, 0.031175724315889178, 0.002011260335707838, 0.03546798035126424, 0.04937010027885166, 0.022281884253724522, 0.02035236735587925, 0.03393098355532122, 0.04980583996687167, 0.07561194483994751, 0.037755318580311774, 0.04669753934931778, 0.008037700166924708, 0.037291478453161844, 0.036250166744742365, 0.01843773305031026, 0.051414274033611, 0.05165811491456434]"
UN,25,"[0.0374711696860256, 0.02054905350918122, 0.0530196472266931, 0.016252010479037623, 0.062052156766349405, 0.04764540534445631, 0.09266240839942566, 0.11906373306486594, 0.05328480958419994, 0.05627205146496338, 0.05546618630070523, 0.006860247152793322, 0.0229739876668603, 0.014826672351441587, 0.026533899352601843, 0.0912812249782821, 0.08088497019269326, 0.04231001206105754, 0.0675317496193726, 0.13007219383132881, 0.08246985116529057, 0.023995197723957123, 0.01755151667335201, 0.03287438807197488, 0.044779692301012, 0.003989735935431001, 0.04735386154172673, 0.0581029596938766, 0.07782618305811119, 0.03662601386497473, 0.06183820109296195, 0.0655856079226525, 0.014749979601959215, 0.026221642874889057, 0.07943243990369264, 0.07406098160738107, 0.022791562619440254, 0.020467543897234135, 0.030566416715397195, 0.05998979533262294, 0.0430231150234626, 0.02989498418021131, 0.06257684800903639, 0.09050184865907508, 0.043799669098422554, 0.018202291521081316, 0.027226335828989763, 0.07025126060027019, 0.10284433671225278, 0.06547977300873921, 0.03898840739162374, 0.035658414190666045, 0.004254129133539666, 0.03551283803382503, 0.04833122776444146, 0.03182606481886839, 0.023488062581257862]"
UN,26,"[0.031972315745986996, 0.007499366280946995, 0.05040718626721694, 0.0017352135959220999, 0.02444839057232665, 0.04171381447692622, 0.024165591716379508, 0.09346091584170542, 0.060901914784512706, 0.052146338061838673, 0.059745567960611, 0.02965364255312442, 0.02365861668961531, 0.05949850232814462, 0.02901052962351324, 0.07275125456342918, 0.08867556027939856, 0.054285235955368376, 0.04746111078635039, 0.07747350756877125, 0.06417008856706277, 0.03721035234928312, 0.03794514885599975, 0.022716804385090772, 0.05253277122416543, 0.016431996096717832, 0.0674280629817169, 0.08959073258944811, 0.11151259211575061, 0.07532291391364952, 0.03748203679597377, 0.039353359300431, 0.025635402139988855, 0.05171891202256756, 0.09142747815701341, 0.07447016916988641, 0.027222244065370885, 0.04738314202869001, 0.023184111290738045, 0.0761487015001836, 0.0442489200747255, 0.026430864095198812, 0.014074912760779516, 0.05534698926002084, 0.08972574743502794, 0.02577014617205158, 0.014846699828589095, 0.06249206188883147, 0.044982957636425076, 0.07330691823821034, 0.059546387696944744, 0.07804147392923948, 0.04443975807411497, 0.02736070819203033, 0.034119683044808176, 0.06581101441636783, 0.06739308980558345]"
UN,27,"[0.040000901002452516, 0.01785587289848338, 0.02513339344028703, 0.06974999223814451, 0.052776583226375136, 0.02096239521769314, 0.04805195797598419, 0.12579404234232788, 0.07149250007864134, 0.052461146375148156, 0.022220622683416857, 0.02481801279549175, 0.01610886188124374, 0.05374009619405218, 0.06183232407976236, 0.08581264321807619, 0.04832566455700339, 0.0368170784133599, 0.04633192984488255, 0.07400250363422659, 0.04432626252635529, 0.03275636690044013, 0.03326581326717776, 0.05654595860259955, 0.016478243656636728, 0.06094910754216703, 0.06580157322565225, 0.06019768436743244, 0.056012673816217856, 0.03208802343358166, 0.008480498411807036, 0.028767774633907457, 0.027390237265029774, 0.07564537574510086, 0.0684849635488831, 0.03570906632889252, 0.07846366195976687, 0.08092830640425029, 0.0026041028143364126, 0.06684850528372875, 0.04561097466617875, 0.006029579641796459, 0.0720107469729614, 0.2347819547332919, 0.2051491408381915, 0.04821835082475603, 0.10631336117616934, 0.09006037843983315, 0.04910835048950442, 0.015036392702533543, 0.03711124944040089, 0.09127422391311214, 0.07565885452229411, 0.049936626124673776, 0.012743160235877744, 0.05921275995943127, 0.03317967230553143]"
UN,28,"[0.01636450369898311, 0.012885355307405817, 0.012630249100827828, 0.031531177291463625, 0.03797895782297125, 0.017898238255883197, 0.08945914214269657, 0.13545600361826682, 0.07298280008657584, 0.06008634387333574, 0.02454074991027895, 0.01229038048139957, 0.016275663494664114, 0.030480434795781323, 0.032276481072939435, 0.04404568868809786, 0.030117229703678305, 0.03662874647370659, 0.08899274123006537, 0.12056966703164076, 0.042956733353874156, 0.019507122016680162, 0.04276796196931288, 0.023358641308189404, 0.05811039164744075, 0.03594213666183858, 0.052959219309021956, 0.054197716259639615, 0.050539251107656405, 0.007926693322620476, 0.023508305856358717, 0.12060036974536942, 0.0889579527597624, 0.03654493045274901, 0.03542219831291775, 0.05861315111456551, 0.058132148975179466, 0.07393676124931492, 0.023924484815172703, 0.1488054536266853, 0.08088885910188123, 0.03146845066377244, 0.11781042394596374, 0.23902140268016547, 0.17786592327583803, 0.04102639564478139, 0.08502716769053442, 0.07314561615885035, 0.0065835507494761535, 0.01626384895374715, 0.035110199946585895, 0.055328291080949984, 0.06774449845217204, 0.003885871363836956, 0.03817592483448222, 0.08216793542763128, 0.048388794526996196]"
UN,29,"[0.036805273562717684, 0.012036105931702599, 0.022601688048124204, 0.021923598174861017, 0.03039687473443379, 0.042781209231701624, 0.08178800723270484, 0.1671355015410449, 0.05906265072858447, 0.08388782120017262, 0.035779979747954146, 0.00807302886458257, 0.012859625182811906, 0.02616238302337294, 0.04166514712924556, 0.08901532271662434, 0.06475696690716123, 0.016741262713466928, 0.07291398079998583, 0.07962405163238723, 0.04935210449524173, 0.010803480004393285, 0.041942272414910844, 0.023254387366062206, 0.012281111432194349, 0.04135701203683458, 0.07645636835713564, 0.03438898889536282, 0.03896132492927271, 0.03074938079867577, 0.010462010979530464, 0.07296774580758505, 0.0788593160155578, 0.03541822653121782, 0.04962407813687761, 0.06375179004220428, 0.04576114128989759, 0.03612580052105167, 0.053784079009190355, 0.1322709996731793, 0.07934549708452965, 0.03954427440310855, 0.04669410894999791, 0.1756019012946288, 0.12815599410500633, 0.03698293886840276, 0.05377026476260585, 0.06270584292929739, 0.029780849600367677, 0.039111051215209164, 0.06788984933397244, 0.056880615464404954, 0.011763884608861092, 0.022767606040941718, 0.062281242143940825, 0.112660534660475, 0.07163996900941565]"
UN,30,"[0.011067233329693628, 0.027824681581541798, 0.021208888280990303, 0.017741443599738362, 0.03340445465110536, 0.02488863727353106, 0.09871401920786567, 0.17561658749131553, 0.06300986653353756, 0.09311292609559484, 0.048280338249726266, 0.016693029702405455, 0.02388709148058594, 0.02527670094281174, 0.0651933212254512, 0.05355384570699157, 0.028824761411181343, 0.020926436124914835, 0.04996590551691814, 0.09654866027491638, 0.05482562599876184, 0.012258623663650534, 0.046651010177049056, 0.029432413737485456, 0.025083131845013124, 0.06507484300530152, 0.06792651527537648, 0.05099523352781691, 0.030664036589951427, 0.03450391918918731, 0.022996176810277793, 0.02862781018187786, 0.06618123626137475, 0.051479397159101756, 0.04160906347983485, 0.05122726660550743, 0.043655488080699384, 0.0474029318939187, 0.039890809726321204, 0.1058945832324344, 0.05020546708621897, 0.023621714631876747, 0.06194478020106482, 0.18964823551307308, 0.14213517394213257, 0.03727533770681319, 0.04484438195633313, 0.07331338740026422, 0.033425036072447255, 0.038065474348933946, 0.09049313529390261, 0.08623834498369679, 0.054036420458820206, 0.0352005941122986, 0.06792610295224613, 0.0949699081075661, 0.046836263559239054]"
UN,31,"[0.030243419050703504, 0.03820765006453082, 0.01678831739544575, 0.054779075146511425, 0.06737012946175105, 0.024598728813006943, 0.10257360235458557, 0.18543599854873732, 0.06219503408960667, 0.09061659261418673, 0.05152344557033918, 0.024866039206382654, 0.04005276171163452, 0.01172006147061245, 0.04859888050863568, 0.0675463828785146, 0.04957859164714538, 0.02580431685861726, 0.056102014946057696, 0.08916188736006518, 0.056892267497080255, 0.021058845866599764, 0.05428523292243059, 0.020586564098115098, 0.023775679526543955, 0.08523298045421071, 0.06053155816045816, 0.06276670785168656, 0.028418737959110263, 0.0275928134686125, 0.008144613404539053, 0.03337179870664563, 0.051068092832990006, 0.043075981611822835, 0.0672932350752296, 0.04563984333914871, 0.027369642247873655, 0.06500727043265923, 0.027069541476614147, 0.0783514936317961, 0.03281940882373337, 0.019445671745580952, 0.05760722038917849, 0.19360921931508276, 0.15507610093726062, 0.02950089975241945, 0.04459526083241317, 0.07170146919881566, 0.011374789639757226, 0.043742883415984576, 0.07683492583208525, 0.06637564756724383, 0.06871153945246976, 0.04645911086896491, 0.057628156592026886, 0.10120409483135931, 0.03424764968202523]"
UN,32,"[0.055191850597364644, 0.017097269681578486, 0.038957598494760375, 0.011029136994482961, 0.042004373442206075, 0.030880631490099605, 0.0559224266250413, 0.16265081087038147, 0.056294786993399626, 0.08524474973775886, 0.012315403514327894, 0.02643804427742225, 0.02034603398997798, 0.038507269074696225, 0.020122202121797706, 0.05253405667334315, 0.014474158892829003, 0.04199646861856355, 0.10180143924947384, 0.10167173410991515, 0.03361236772804226, 0.012666808623313009, 0.0679541073645954, 0.022741580682694464, 0.034510426798872645, 0.07032986565671226, 0.05051922463427357, 0.05717442892320734, 0.023584201067686727, 0.05321817561455832, 0.042441431218400924, 0.05486055553654307, 0.07029667837526092, 0.055358164926238844, 0.030253519396049602, 0.04136855613063034, 0.038845920686642096, 0.057821450094306615, 0.03176052738964374, 0.10046344593746352, 0.08796594412748553, 0.06192892037828331, 0.11086632575727771, 0.24069594748159553, 0.19390354728818002, 0.07315078424154783, 0.07531062183438327, 0.07093483980903344, 0.017738685003937164, 0.021838068590731192, 0.06909296552364028, 0.08579676296889811, 0.09184913625530867, 0.047910989871213026, 0.025487849103049378, 0.07796220972607061, 0.05678865588798093]"
